COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Ireland,2018,40,ILI CASES,0TO4,,,,,0.00
Ireland,2018,40,ILI CASES,5TO14,,,,,1.00
Ireland,2018,40,ILI CASES,15TO64,,,,,5.00
Ireland,2018,40,ILI CASES,65TO,,,,,3.00
Ireland,2018,40,ILI CASES,ALL,,,,,9.00
Ireland,2018,40,ILI POPULATION COVERED,0TO4,,,,,19773.00
Ireland,2018,40,ILI POPULATION COVERED,5TO14,,,,,40284.00
Ireland,2018,40,ILI POPULATION COVERED,15TO64,,,,,185997.00
Ireland,2018,40,ILI POPULATION COVERED,65TO,,,,,38040.00
Ireland,2018,40,ILI POPULATION COVERED,ALL,,,,,284096.00
Ireland,2018,40,TREND,,,,,,Unchanged
Ireland,2018,40,INTENSITY,,,,,,Low/Moderate
Ireland,2018,40,GEOSPREAD,,,,,,Localized
Ireland,2018,41,ILI CASES,0TO4,,,,,0.00
Ireland,2018,41,ILI CASES,5TO14,,,,,2.00
Ireland,2018,41,ILI CASES,15TO64,,,,,6.00
Ireland,2018,41,ILI CASES,65TO,,,,,4.00
Ireland,2018,41,ILI CASES,ALL,,,,,12.00
Ireland,2018,41,ILI POPULATION COVERED,0TO4,,,,,19412.00
Ireland,2018,41,ILI POPULATION COVERED,5TO14,,,,,39550.00
Ireland,2018,41,ILI POPULATION COVERED,15TO64,,,,,182609.00
Ireland,2018,41,ILI POPULATION COVERED,65TO,,,,,37347.00
Ireland,2018,41,ILI POPULATION COVERED,ALL,,,,,278921.00
Ireland,2018,41,TREND,,,,,,Unchanged
Ireland,2018,41,INTENSITY,,,,,,Low/Moderate
Ireland,2018,41,GEOSPREAD,,,,,,Localized
Ireland,2018,42,ILI CASES,0TO4,,,,,0.00
Ireland,2018,42,ILI CASES,5TO14,,,,,0.00
Ireland,2018,42,ILI CASES,15TO64,,,,,8.00
Ireland,2018,42,ILI CASES,65TO,,,,,1.00
Ireland,2018,42,ILI CASES,ALL,,,,,9.00
Ireland,2018,42,ILI POPULATION COVERED,0TO4,,,,,19259.00
Ireland,2018,42,ILI POPULATION COVERED,5TO14,,,,,39238.00
Ireland,2018,42,ILI POPULATION COVERED,15TO64,,,,,181167.00
Ireland,2018,42,ILI POPULATION COVERED,65TO,,,,,37052.00
Ireland,2018,42,ILI POPULATION COVERED,ALL,,,,,276719.00
Ireland,2018,42,TREND,,,,,,Unchanged
Ireland,2018,42,INTENSITY,,,,,,Low/Moderate
Ireland,2018,42,GEOSPREAD,,,,,,Localized
Ireland,2018,43,ILI CASES,0TO4,,,,,0.00
Ireland,2018,43,ILI CASES,5TO14,,,,,1.00
Ireland,2018,43,ILI CASES,15TO64,,,,,9.00
Ireland,2018,43,ILI CASES,65TO,,,,,0.00
Ireland,2018,43,ILI CASES,ALL,,,,,10.00
Ireland,2018,43,ILI POPULATION COVERED,0TO4,,,,,15557.00
Ireland,2018,43,ILI POPULATION COVERED,5TO14,,,,,31695.00
Ireland,2018,43,ILI POPULATION COVERED,15TO64,,,,,146341.00
Ireland,2018,43,ILI POPULATION COVERED,65TO,,,,,29929.00
