COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Slovakia,2018,40,ILI CASES,0TO4,,,,,757.00
Slovakia,2018,40,ILI CASES,5TO14,,,,,938.00
Slovakia,2018,40,ILI CASES,15TO64,,,,,1347.00
Slovakia,2018,40,ILI CASES,65TO,,,,,146.00
Slovakia,2018,40,ILI CASES,UNKNOWN,,,,,
Slovakia,2018,40,ILI CASES,ALL,,,,,3188.00
Slovakia,2018,40,ILI POPULATION COVERED,0TO4,,,,,189943.00
Slovakia,2018,40,ILI POPULATION COVERED,5TO14,,,,,271201.00
Slovakia,2018,40,ILI POPULATION COVERED,15TO64,,,,,1612281.00
Slovakia,2018,40,ILI POPULATION COVERED,65TO,,,,,510859.00
Slovakia,2018,40,ILI POPULATION COVERED,UNKNOWN,,,,,
Slovakia,2018,40,ILI POPULATION COVERED,ALL,,,,,2584284.00
Slovakia,2018,40,ARI CASES,0TO4,,,,,9128.00
Slovakia,2018,40,ARI CASES,5TO14,,,,,18326.00
Slovakia,2018,40,ARI CASES,15TO64,,,,,9875.00
Slovakia,2018,40,ARI CASES,65TO,,,,,3138.00
Slovakia,2018,40,ARI CASES,UNKNOWN,,,,,
Slovakia,2018,40,ARI CASES,ALL,,,,,40467.00
Slovakia,2018,40,ARI POPULATION COVERED,0TO4,,,,,189943.00
Slovakia,2018,40,ARI POPULATION COVERED,5TO14,,,,,271201.00
Slovakia,2018,40,ARI POPULATION COVERED,15TO64,,,,,1612281.00
Slovakia,2018,40,ARI POPULATION COVERED,65TO,,,,,510859.00
Slovakia,2018,40,ARI POPULATION COVERED,UNKNOWN,,,,,
Slovakia,2018,40,ARI POPULATION COVERED,ALL,,,,,2584284.00
Slovakia,2018,40,TREND,,,,,,Unchanged
Slovakia,2018,40,INTENSITY,,,,,,Low/Moderate
Slovakia,2018,40,IMPACT,,,,,,Low
Slovakia,2018,40,GEOSPREAD,,,,,,Localized
Slovakia,2018,41,ILI CASES,0TO4,,,,,780.00
Slovakia,2018,41,ILI CASES,5TO14,,,,,955.00
Slovakia,2018,41,ILI CASES,15TO64,,,,,1373.00
Slovakia,2018,41,ILI CASES,65TO,,,,,181.00
Slovakia,2018,41,ILI CASES,UNKNOWN,,,,,
Slovakia,2018,41,ILI CASES,ALL,,,,,3289.00
Slovakia,2018,41,ILI POPULATION COVERED,0TO4,,,,,190541.00
Slovakia,2018,41,ILI POPULATION COVERED,5TO14,,,,,272055.00
Slovakia,2018,41,ILI POPULATION COVERED,15TO64,,,,,1612281.00
Slovakia,2018,41,ILI POPULATION COVERED,65TO,,,,,509801.00
Slovakia,2018,41,ILI POPULATION COVERED,UNKNOWN,,,,,
Slovakia,2018,41,ILI POPULATION COVERED,ALL,,,,,2584678.00
Slovakia,2018,41,ARI CASES,0TO4,,,,,9072.00
Slovakia,2018,41,ARI CASES,5TO14,,,,,17607.00
Slovakia,2018,41,ARI CASES,15TO64,,,,,9206.00
Slovakia,2018,41,ARI CASES,65TO,,,,,3074.00
Slovakia,2018,41,ARI CASES,UNKNOWN,,,,,
Slovakia,2018,41,ARI CASES,ALL,,,,,38959.00
Slovakia,2018,41,ARI POPULATION COVERED,0TO4,,,,,190541.00
Slovakia,2018,41,ARI POPULATION COVERED,5TO14,,,,,272055.00
Slovakia,2018,41,ARI POPULATION COVERED,15TO64,,,,,1612281.00
Slovakia,2018,41,ARI POPULATION COVERED,65TO,,,,,509801.00
Slovakia,2018,41,ARI POPULATION COVERED,UNKNOWN,,,,,
Slovakia,2018,41,ARI POPULATION COVERED,ALL,,,,,2584678.00
Slovakia,2018,41,TREND,,,,,,Unchanged
Slovakia,2018,41,INTENSITY,,,,,,Low/Moderate
Slovakia,2018,41,IMPACT,,,,,,Low
Slovakia,2018,41,GEOSPREAD,,,,,,Localized
Slovakia,2018,42,ILI CASES,0TO4,,,,,693.00
Slovakia,2018,42,ILI CASES,5TO14,,,,,884.00
Slovakia,2018,42,ILI CASES,15TO64,,,,,1355.00
Slovakia,2018,42,ILI CASES,65TO,,,,,124.00
Slovakia,2018,42,ILI CASES,UNKNOWN,,,,,
Slovakia,2018,42,ILI CASES,ALL,,,,,3056.00
Slovakia,2018,42,ILI POPULATION COVERED,0TO4,,,,,195925.00
Slovakia,2018,42,ILI POPULATION COVERED,5TO14,,,,,279743.00
Slovakia,2018,42,ILI POPULATION COVERED,15TO64,,,,,1661626.00
Slovakia,2018,42,ILI POPULATION COVERED,65TO,,,,,526195.00
Slovakia,2018,42,ILI POPULATION COVERED,UNKNOWN,,,,,
Slovakia,2018,42,ILI POPULATION COVERED,ALL,,,,,2663489.00
Slovakia,2018,42,ARI CASES,0TO4,,,,,10104.00
Slovakia,2018,42,ARI CASES,5TO14,,,,,18593.00
Slovakia,2018,42,ARI CASES,15TO64,,,,,10036.00
Slovakia,2018,42,ARI CASES,65TO,,,,,3369.00
Slovakia,2018,42,ARI CASES,UNKNOWN,,,,,
Slovakia,2018,42,ARI CASES,ALL,,,,,42102.00
Slovakia,2018,42,ARI POPULATION COVERED,0TO4,,,,,195925.00
Slovakia,2018,42,ARI POPULATION COVERED,5TO14,,,,,279743.00
Slovakia,2018,42,ARI POPULATION COVERED,15TO64,,,,,1661626.00
Slovakia,2018,42,ARI POPULATION COVERED,65TO,,,,,526195.00
Slovakia,2018,42,ARI POPULATION COVERED,UNKNOWN,,,,,
Slovakia,2018,42,ARI POPULATION COVERED,ALL,,,,,2663489.00
Slovakia,2018,42,TREND,,,,,,Unchanged
Slovakia,2018,42,INTENSITY,,,,,,Low/Moderate
Slovakia,2018,42,IMPACT,,,,,,Low
Slovakia,2018,42,GEOSPREAD,,,,,,Localized
Slovakia,2018,43,ILI CASES,0TO4,,,,,710.00
Slovakia,2018,43,ILI CASES,5TO14,,,,,835.00
Slovakia,2018,43,ILI CASES,15TO64,,,,,1362.00
Slovakia,2018,43,ILI CASES,65TO,,,,,187.00
Slovakia,2018,43,ILI CASES,UNKNOWN,,,,,
Slovakia,2018,43,ILI CASES,ALL,,,,,3094.00
Slovakia,2018,43,ILI POPULATION COVERED,0TO4,,,,,195028.00
Slovakia,2018,43,ILI POPULATION COVERED,5TO14,,,,,278462.00
Slovakia,2018,43,ILI POPULATION COVERED,15TO64,,,,,1708454.00
Slovakia,2018,43,ILI POPULATION COVERED,65TO,,,,,552390.00
Slovakia,2018,43,ILI POPULATION COVERED,UNKNOWN,,,,,
Slovakia,2018,43,ILI POPULATION COVERED,ALL,,,,,2734334.00
Slovakia,2018,43,ARI CASES,0TO4,,,,,9838.00
Slovakia,2018,43,ARI CASES,5TO14,,,,,19015.00
Slovakia,2018,43,ARI CASES,15TO64,,,,,9663.00
Slovakia,2018,43,ARI CASES,65TO,,,,,3605.00
Slovakia,2018,43,ARI CASES,UNKNOWN,,,,,
Slovakia,2018,43,ARI CASES,ALL,,,,,42121.00
Slovakia,2018,43,ARI POPULATION COVERED,0TO4,,,,,195028.00
Slovakia,2018,43,ARI POPULATION COVERED,5TO14,,,,,278462.00
Slovakia,2018,43,ARI POPULATION COVERED,15TO64,,,,,1708454.00
Slovakia,2018,43,ARI POPULATION COVERED,65TO,,,,,552390.00
Slovakia,2018,43,ARI POPULATION COVERED,UNKNOWN,,,,,
Slovakia,2018,43,ARI POPULATION COVERED,ALL,,,,,2734334.00
Slovakia,2018,43,TREND,,,,,,Unchanged
