COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Portugal,2018,42,ILI POPULATION COVERED,65TO,,,,,7059.00
Portugal,2018,42,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2018,42,ILI POPULATION COVERED,ALL,,,,,32322.00
Portugal,2018,42,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,42,TREND,,,,,,Unchanged
Portugal,2018,42,INTENSITY,,,,,,Low/Moderate
Portugal,2018,42,IMPACT,,,,,,Not Available
Portugal,2018,42,GEOSPREAD,,,,,,No Activity
Portugal,2018,43,ILI CASES,0TO4,,,,,0.00
Portugal,2018,43,ILI CASES,5TO14,,,,,0.00
Portugal,2018,43,ILI CASES,15TO64,,,,,3.00
Portugal,2018,43,ILI CASES,65TO,,,,,1.00
Portugal,2018,43,ILI CASES,UNKNOWN,,,,,
Portugal,2018,43,ILI CASES,ALL,,,,,4.00
Portugal,2018,43,ILI POPULATION COVERED,0TO4,,,,,1704.00
Portugal,2018,43,ILI POPULATION COVERED,5TO14,,,,,3475.00
Portugal,2018,43,ILI POPULATION COVERED,15TO64,,,,,24209.00
Portugal,2018,43,ILI POPULATION COVERED,65TO,,,,,7224.00
Portugal,2018,43,ILI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,43,ILI POPULATION COVERED,ALL,,,,,36612.00
Portugal,2018,43,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,43,TREND,,,,,,Unchanged
Portugal,2018,43,INTENSITY,,,,,,Low/Moderate
Portugal,2018,43,IMPACT,,,,,,Not Available
Portugal,2018,43,GEOSPREAD,,,,,,Localized
Portugal,2018,44,ILI CASES,0TO4,,,,,0.00
Portugal,2018,44,ILI CASES,5TO14,,,,,0.00
Portugal,2018,44,ILI CASES,15TO64,,,,,2.00
Portugal,2018,44,ILI CASES,65TO,,,,,0.00
Portugal,2018,44,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2018,44,ILI CASES,ALL,,,,,2.00
Portugal,2018,44,ILI POPULATION COVERED,0TO4,,,,,1474.00
Portugal,2018,44,ILI POPULATION COVERED,5TO14,,,,,3280.00
Portugal,2018,44,ILI POPULATION COVERED,15TO64,,,,,21678.00
Portugal,2018,44,ILI POPULATION COVERED,65TO,,,,,6491.00
Portugal,2018,44,ILI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,44,ILI POPULATION COVERED,ALL,,,,,32923.00
Portugal,2018,44,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2018,44,TREND,,,,,,Unchanged
Portugal,2018,44,INTENSITY,,,,,,Low/Moderate
Portugal,2018,44,IMPACT,,,,,,Not Available
Portugal,2018,44,GEOSPREAD,,,,,,Localized
Portugal,2018,45,ILI CASES,0TO4,,,,,0.00
Portugal,2018,45,ILI CASES,5TO14,,,,,0.00
Portugal,2018,45,ILI CASES,15TO64,,,,,1.00
Portugal,2018,45,ILI CASES,65TO,,,,,1.00
Portugal,2018,45,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2018,45,ILI CASES,ALL,,,,,5.00
Portugal,2018,45,ILI POPULATION COVERED,0TO4,,,,,1431.00
Portugal,2018,45,ILI POPULATION COVERED,5TO14,,,,,3306.00
Portugal,2018,45,ILI POPULATION COVERED,15TO64,,,,,22503.00
Portugal,2018,45,ILI POPULATION COVERED,65TO,,,,,6919.00
Portugal,2018,45,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2018,45,ILI POPULATION COVERED,ALL,,,,,34159.00
Portugal,2018,45,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,45,TREND,,,,,,Unchanged
Portugal,2018,45,INTENSITY,,,,,,Low/Moderate
Portugal,2018,45,IMPACT,,,,,,Not Available
Portugal,2018,45,GEOSPREAD,,,,,,Localized
Portugal,2018,46,ILI CASES,0TO4,,,,,0.00
Portugal,2018,46,ILI CASES,5TO14,,,,,0.00
Portugal,2018,46,ILI CASES,15TO64,,,,,2.00
Portugal,2018,46,ILI CASES,65TO,,,,,1.00
Portugal,2018,46,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2018,46,ILI CASES,ALL,,,,,3.00
Portugal,2018,46,ILI POPULATION COVERED,0TO4,,,,,1681.00
Portugal,2018,46,ILI POPULATION COVERED,5TO14,,,,,3737.00
Portugal,2018,46,ILI POPULATION COVERED,15TO64,,,,,24244.00
Portugal,2018,46,ILI POPULATION COVERED,65TO,,,,,7544.00
Portugal,2018,46,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2018,46,ILI POPULATION COVERED,ALL,,,,,37206.00
Portugal,2018,46,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,46,TREND,,,,,,Unchanged
Portugal,2018,46,INTENSITY,,,,,,Low/Moderate
Portugal,2018,46,IMPACT,,,,,,Not Available
Portugal,2018,46,GEOSPREAD,,,,,,Localized
Portugal,2018,47,ILI CASES,0TO4,,,,,0.00
Portugal,2018,47,ILI CASES,5TO14,,,,,0.00
Portugal,2018,47,ILI CASES,15TO64,,,,,0.00
Portugal,2018,47,ILI CASES,65TO,,,,,0.00
Portugal,2018,47,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2018,47,ILI CASES,ALL,,,,,0.00
Portugal,2018,47,ILI POPULATION COVERED,0TO4,,,,,883.00
Portugal,2018,47,ILI POPULATION COVERED,5TO14,,,,,2086.00
Portugal,2018,47,ILI POPULATION COVERED,15TO64,,,,,13783.00
Portugal,2018,47,ILI POPULATION COVERED,65TO,,,,,4022.00
Portugal,2018,47,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2018,47,ILI POPULATION COVERED,ALL,,,,,20774.00
Portugal,2018,47,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,47,TREND,,,,,,Unchanged
Portugal,2018,47,INTENSITY,,,,,,Low/Moderate
Portugal,2018,47,IMPACT,,,,,,Not Available
Portugal,2018,47,GEOSPREAD,,,,,,Localized
Portugal,2018,48,ILI CASES,0TO4,,,,,0.00
Portugal,2018,48,ILI CASES,5TO14,,,,,0.00
Portugal,2018,48,ILI CASES,15TO64,,,,,1.00
Portugal,2018,48,ILI CASES,65TO,,,,,1.00
Portugal,2018,48,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2018,48,ILI CASES,ALL,,,,,2.00
Portugal,2018,48,ILI POPULATION COVERED,0TO4,,,,,1082.00
Portugal,2018,48,ILI POPULATION COVERED,5TO14,,,,,2424.00
Portugal,2018,48,ILI POPULATION COVERED,15TO64,,,,,16232.00
Portugal,2018,48,ILI POPULATION COVERED,65TO,,,,,5535.00
Portugal,2018,48,ILI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,48,ILI POPULATION COVERED,ALL,,,,,25273.00
Portugal,2018,48,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,48,TREND,,,,,,Unchanged
Portugal,2018,48,INTENSITY,,,,,,Low/Moderate
Portugal,2018,48,IMPACT,,,,,,Not Available
Portugal,2018,48,GEOSPREAD,,,,,,Localized
Portugal,2018,49,ILI CASES,0TO4,,,,,0.00
Portugal,2018,49,ILI CASES,5TO14,,,,,2.00
Portugal,2018,49,ILI CASES,15TO64,,,,,3.00
Portugal,2018,49,ILI CASES,65TO,,,,,2.00
Portugal,2018,49,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2018,49,ILI CASES,ALL,,,,,7.00
Portugal,2018,49,ILI POPULATION COVERED,0TO4,,,,,1337.00
Portugal,2018,49,ILI POPULATION COVERED,5TO14,,,,,3186.00
Portugal,2018,49,ILI POPULATION COVERED,15TO64,,,,,20961.00
Portugal,2018,49,ILI POPULATION COVERED,65TO,,,,,5301.00
Portugal,2018,49,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2018,49,ILI POPULATION COVERED,ALL,,,,,30785.00
Portugal,2018,49,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,49,TREND,,,,,,Increasing
Portugal,2018,49,INTENSITY,,,,,,baseline
Portugal,2018,49,IMPACT,,,,,,Not Available
Portugal,2018,49,GEOSPREAD,,,,,,Localized
Portugal,2018,50,ILI CASES,0TO4,,,,,0.00
Portugal,2018,50,ILI CASES,5TO14,,,,,0.00
Portugal,2018,50,ILI CASES,15TO64,,,,,3.00
Portugal,2018,50,ILI CASES,65TO,,,,,0.00
Portugal,2018,50,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2018,50,ILI CASES,ALL,,,,,3.00
Portugal,2018,50,ILI POPULATION COVERED,0TO4,,,,,1765.00
Portugal,2018,50,ILI POPULATION COVERED,5TO14,,,,,4721.00
Portugal,2018,50,ILI POPULATION COVERED,15TO64,,,,,29671.00
Portugal,2018,50,ILI POPULATION COVERED,65TO,,,,,9249.00
Portugal,2018,50,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2018,50,ILI POPULATION COVERED,ALL,,,,,45406.00
Portugal,2018,50,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,50,TREND,,,,,,Decreasing
Portugal,2018,50,INTENSITY,,,,,,baseline
Portugal,2018,50,IMPACT,,,,,,Not Available
Portugal,2018,50,GEOSPREAD,,,,,,Regional
Portugal,2018,51,ILI CASES,0TO4,,,,,0.00
Portugal,2018,51,ILI CASES,5TO14,,,,,0.00
Portugal,2018,51,ILI CASES,15TO64,,,,,5.00
Portugal,2018,51,ILI CASES,65TO,,,,,0.00
Portugal,2018,51,ILI CASES,UNKNOWN,,,,,
Portugal,2018,51,ILI CASES,ALL,,,,,5.00
Portugal,2018,51,ILI POPULATION COVERED,0TO4,,,,,1330.00
Portugal,2018,51,ILI POPULATION COVERED,5TO14,,,,,3139.00
Portugal,2018,51,ILI POPULATION COVERED,15TO64,,,,,20091.00
Portugal,2018,51,ILI POPULATION COVERED,65TO,,,,,6127.00
Portugal,2018,51,ILI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,51,ILI POPULATION COVERED,ALL,,,,,30687.00
Portugal,2018,51,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,51,TREND,,,,,,Increasing
Portugal,2018,51,INTENSITY,,,,,,baseline
Portugal,2018,51,IMPACT,,,,,,Not Available
Portugal,2018,51,GEOSPREAD,,,,,,Widespread
Portugal,2018,52,ILI CASES,0TO4,,,,,0.00
Portugal,2018,52,ILI CASES,5TO14,,,,,0.00
Portugal,2018,52,ILI CASES,15TO64,,,,,3.00
Portugal,2018,52,ILI CASES,65TO,,,,,1.00
Portugal,2018,52,ILI CASES,UNKNOWN,,,,,
Portugal,2018,52,ILI CASES,ALL,,,,,4.00
Portugal,2018,52,ILI POPULATION COVERED,0TO4,,,,,915.00
Portugal,2018,52,ILI POPULATION COVERED,5TO14,,,,,1683.00
Portugal,2018,52,ILI POPULATION COVERED,15TO64,,,,,11851.00
Portugal,2018,52,ILI POPULATION COVERED,65TO,,,,,3387.00
Portugal,2018,52,ILI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,52,ILI POPULATION COVERED,ALL,,,,,17836.00
Portugal,2018,52,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2018,52,TREND,,,,,,Increasing
Portugal,2018,52,INTENSITY,,,,,,baseline
Portugal,2018,52,IMPACT,,,,,,Not Available
Portugal,2018,52,GEOSPREAD,,,,,,Widespread
Portugal,2019,1,ILI CASES,0TO4,,,,,0.00
Portugal,2019,1,ILI CASES,5TO14,,,,,1.00
Portugal,2019,1,ILI CASES,15TO64,,,,,17.00
Portugal,2019,1,ILI CASES,65TO,,,,,0.00
Portugal,2019,1,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2019,1,ILI CASES,ALL,,,,,18.00
Portugal,2019,1,ILI POPULATION COVERED,0TO4,,,,,918.00
Portugal,2019,1,ILI POPULATION COVERED,5TO14,,,,,2368.00
Portugal,2019,1,ILI POPULATION COVERED,15TO64,,,,,14653.00
Portugal,2019,1,ILI POPULATION COVERED,65TO,,,,,4116.00
Portugal,2019,1,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2019,1,ILI POPULATION COVERED,ALL,,,,,22055.00
Portugal,2019,1,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2019,1,TREND,,,,,,Increasing
Portugal,2019,1,INTENSITY,,,,,,Low/Moderate
Portugal,2019,1,IMPACT,,,,,,Not Available
Portugal,2019,1,GEOSPREAD,,,,,,Widespread
Portugal,2019,2,ILI CASES,0TO4,,,,,0.00
Portugal,2019,2,ILI CASES,5TO14,,,,,2.00
Portugal,2019,2,ILI CASES,15TO64,,,,,17.00
Portugal,2019,2,ILI CASES,65TO,,,,,2.00
Portugal,2019,2,ILI CASES,UNKNOWN,,,,,0.00
Portugal,2019,2,ILI CASES,ALL,,,,,21.00
Portugal,2019,2,ILI POPULATION COVERED,0TO4,,,,,2136.00
Portugal,2019,2,ILI POPULATION COVERED,5TO14,,,,,5382.00
Portugal,2019,2,ILI POPULATION COVERED,15TO64,,,,,34051.00
Portugal,2019,2,ILI POPULATION COVERED,65TO,,,,,9986.00
Portugal,2019,2,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Portugal,2019,2,ILI POPULATION COVERED,ALL,,,,,51555.00
Portugal,2019,2,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2019,2,TREND,,,,,,Unchanged
Portugal,2019,2,INTENSITY,,,,,,Low/Moderate
Portugal,2019,2,IMPACT,,,,,,Not Available
Portugal,2019,2,GEOSPREAD,,,,,,Widespread
Portugal,2019,3,ILI CASES,0TO4,,,,,2.00
Portugal,2019,3,ILI CASES,5TO14,,,,,8.00
Portugal,2019,3,ILI CASES,15TO64,,,,,31.00
Portugal,2019,3,ILI CASES,65TO,,,,,4.00
Portugal,2019,3,ILI CASES,UNKNOWN,,,,,
Portugal,2019,3,ILI CASES,ALL,,,,,45.00
Portugal,2019,3,ILI POPULATION COVERED,0TO4,,,,,2504.00
Portugal,2019,3,ILI POPULATION COVERED,5TO14,,,,,5491.00
Portugal,2019,3,ILI POPULATION COVERED,15TO64,,,,,35824.00
Portugal,2019,3,ILI POPULATION COVERED,65TO,,,,,10796.00
Portugal,2019,3,ILI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2019,3,ILI POPULATION COVERED,ALL,,,,,54615.00
Portugal,2019,3,ARI POPULATION COVERED,UNKNOWN,,,,,
Portugal,2019,3,TREND,,,,,,Increasing
Portugal,2019,3,INTENSITY,,,,,,Low/Moderate
Portugal,2019,3,IMPACT,,,,,,Not Available
Portugal,2019,3,GEOSPREAD,,,,,,Widespread

