COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Czechia,2018,40,ILI CASES,0TO4,,,,,134.00
Czechia,2018,40,ILI CASES,5TO14,,,,,137.00
Czechia,2018,40,ILI CASES,15TO64,,,,,323.00
Czechia,2018,40,ILI CASES,65TO,,,,,54.00
Czechia,2018,40,ILI CASES,UNKNOWN,,,,,0.00
Czechia,2018,40,ILI CASES,ALL,,,,,648.00
Czechia,2018,40,ILI POPULATION COVERED,0TO4,,,,,383299.00
Czechia,2018,40,ILI POPULATION COVERED,5TO14,,,,,512353.00
Czechia,2018,40,ILI POPULATION COVERED,15TO64,,,,,2991088.00
Czechia,2018,40,ILI POPULATION COVERED,65TO,,,,,1159698.00
Czechia,2018,40,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Czechia,2018,40,ILI POPULATION COVERED,ALL,,,,,5046438.00
Czechia,2018,40,ARI CASES,0TO4,,,,,7833.00
Czechia,2018,40,ARI CASES,5TO14,,,,,16381.00
Czechia,2018,40,ARI CASES,15TO64,,,,,6873.00
Czechia,2018,40,ARI CASES,65TO,,,,,3371.00
Czechia,2018,40,ARI CASES,UNKNOWN,,,,,0.00
Czechia,2018,40,ARI CASES,ALL,,,,,34458.00
Czechia,2018,40,ARI POPULATION COVERED,0TO4,,,,,383299.00
Czechia,2018,40,ARI POPULATION COVERED,5TO14,,,,,512353.00
Czechia,2018,40,ARI POPULATION COVERED,15TO64,,,,,2991088.00
Czechia,2018,40,ARI POPULATION COVERED,65TO,,,,,1159698.00
Czechia,2018,40,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Czechia,2018,40,ARI POPULATION COVERED,ALL,,,,,5046438.00
Czechia,2018,40,TREND,,,,,,Unchanged
Czechia,2018,40,INTENSITY,,,,,,Low/Moderate
Czechia,2018,40,GEOSPREAD,,,,,,No Activity
Czechia,2018,41,ILI CASES,0TO4,,,,,141.00
Czechia,2018,41,ILI CASES,5TO14,,,,,140.00
Czechia,2018,41,ILI CASES,15TO64,,,,,265.00
Czechia,2018,41,ILI CASES,65TO,,,,,36.00
Czechia,2018,41,ILI CASES,UNKNOWN,,,,,0.00
Czechia,2018,41,ILI CASES,ALL,,,,,582.00
Czechia,2018,41,ILI POPULATION COVERED,0TO4,,,,,382762.00
Czechia,2018,41,ILI POPULATION COVERED,5TO14,,,,,512196.00
Czechia,2018,41,ILI POPULATION COVERED,15TO64,,,,,2978857.00
Czechia,2018,41,ILI POPULATION COVERED,65TO,,,,,1157693.00
Czechia,2018,41,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Czechia,2018,41,ILI POPULATION COVERED,ALL,,,,,5031508.00
Czechia,2018,41,ARI CASES,0TO4,,,,,8148.00
Czechia,2018,41,ARI CASES,5TO14,,,,,16300.00
Czechia,2018,41,ARI CASES,15TO64,,,,,6909.00
Czechia,2018,41,ARI CASES,65TO,,,,,3638.00
Czechia,2018,41,ARI CASES,UNKNOWN,,,,,0.00
Czechia,2018,41,ARI CASES,ALL,,,,,34995.00
Czechia,2018,41,ARI POPULATION COVERED,0TO4,,,,,382762.00
Czechia,2018,41,ARI POPULATION COVERED,5TO14,,,,,512196.00
Czechia,2018,41,ARI POPULATION COVERED,15TO64,,,,,2978857.00
Czechia,2018,41,ARI POPULATION COVERED,65TO,,,,,1157693.00
Czechia,2018,41,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Czechia,2018,41,ARI POPULATION COVERED,ALL,,,,,5031508.00
Czechia,2018,41,TREND,,,,,,Unchanged
Czechia,2018,41,INTENSITY,,,,,,Low/Moderate
Czechia,2018,41,GEOSPREAD,,,,,,No Activity
Czechia,2018,42,ILI CASES,0TO4,,,,,154.00
Czechia,2018,42,ILI CASES,5TO14,,,,,134.00
Czechia,2018,42,ILI CASES,15TO64,,,,,317.00
Czechia,2018,42,ILI CASES,65TO,,,,,50.00
Czechia,2018,42,ILI CASES,UNKNOWN,,,,,0.00
Czechia,2018,42,ILI CASES,ALL,,,,,655.00
Czechia,2018,42,ILI POPULATION COVERED,0TO4,,,,,383580.00
Czechia,2018,42,ILI POPULATION COVERED,5TO14,,,,,514131.00
Czechia,2018,42,ILI POPULATION COVERED,15TO64,,,,,2985697.00
Czechia,2018,42,ILI POPULATION COVERED,65TO,,,,,1164297.00
Czechia,2018,42,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Czechia,2018,42,ILI POPULATION COVERED,ALL,,,,,5047705.00
Czechia,2018,42,ARI CASES,0TO4,,,,,8831.00
Czechia,2018,42,ARI CASES,5TO14,,,,,16564.00
Czechia,2018,42,ARI CASES,15TO64,,,,,7335.00
Czechia,2018,42,ARI CASES,65TO,,,,,3808.00
Czechia,2018,42,ARI CASES,UNKNOWN,,,,,0.00
Czechia,2018,42,ARI CASES,ALL,,,,,36538.00
Czechia,2018,42,ARI POPULATION COVERED,0TO4,,,,,383580.00
Czechia,2018,42,ARI POPULATION COVERED,5TO14,,,,,514131.00
Czechia,2018,42,ARI POPULATION COVERED,15TO64,,,,,2985697.00
Czechia,2018,42,ARI POPULATION COVERED,65TO,,,,,1164297.00
Czechia,2018,42,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Czechia,2018,42,ARI POPULATION COVERED,ALL,,,,,5047705.00
Czechia,2018,42,TREND,,,,,,Unchanged
