COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Bulgaria,2018,40,ARI CASES,0TO4,,,,,514.00
Bulgaria,2018,40,ARI CASES,5TO14,,,,,977.00
Bulgaria,2018,40,ARI CASES,15TO64,,,,,554.00
Bulgaria,2018,40,ARI CASES,65TO,,,,,104.00
Bulgaria,2018,40,ARI CASES,UNKNOWN,,,,,0.00
Bulgaria,2018,40,ARI CASES,ALL,,,,,2149.00
Bulgaria,2018,40,ARI POPULATION COVERED,0TO4,,,,,18657.00
Bulgaria,2018,40,ARI POPULATION COVERED,5TO14,,,,,35319.00
Bulgaria,2018,40,ARI POPULATION COVERED,15TO64,,,,,260402.00
Bulgaria,2018,40,ARI POPULATION COVERED,65TO,,,,,67115.00
Bulgaria,2018,40,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Bulgaria,2018,40,ARI POPULATION COVERED,ALL,,,,,381493.00
Bulgaria,2018,40,TREND,,,,,,Increasing
Bulgaria,2018,40,INTENSITY,,,,,,Low/Moderate
Bulgaria,2018,40,GEOSPREAD,,,,,,No Activity
Bulgaria,2018,41,ARI CASES,0TO4,,,,,582.00
Bulgaria,2018,41,ARI CASES,5TO14,,,,,1128.00
Bulgaria,2018,41,ARI CASES,15TO64,,,,,544.00
Bulgaria,2018,41,ARI CASES,65TO,,,,,124.00
Bulgaria,2018,41,ARI CASES,UNKNOWN,,,,,0.00
Bulgaria,2018,41,ARI CASES,ALL,,,,,2378.00
Bulgaria,2018,41,ARI POPULATION COVERED,0TO4,,,,,18657.00
Bulgaria,2018,41,ARI POPULATION COVERED,5TO14,,,,,35319.00
Bulgaria,2018,41,ARI POPULATION COVERED,15TO64,,,,,260402.00
Bulgaria,2018,41,ARI POPULATION COVERED,65TO,,,,,67115.00
Bulgaria,2018,41,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Bulgaria,2018,41,ARI POPULATION COVERED,ALL,,,,,381493.00
Bulgaria,2018,41,TREND,,,,,,Unchanged
Bulgaria,2018,41,INTENSITY,,,,,,Low/Moderate
Bulgaria,2018,41,GEOSPREAD,,,,,,No Activity
Bulgaria,2018,42,ARI CASES,0TO4,,,,,590.00
Bulgaria,2018,42,ARI CASES,5TO14,,,,,1116.00
Bulgaria,2018,42,ARI CASES,15TO64,,,,,569.00
Bulgaria,2018,42,ARI CASES,65TO,,,,,115.00
Bulgaria,2018,42,ARI CASES,UNKNOWN,,,,,0.00
Bulgaria,2018,42,ARI CASES,ALL,,,,,2390.00
Bulgaria,2018,42,ARI POPULATION COVERED,0TO4,,,,,18657.00
Bulgaria,2018,42,ARI POPULATION COVERED,5TO14,,,,,35319.00
Bulgaria,2018,42,ARI POPULATION COVERED,15TO64,,,,,260402.00
Bulgaria,2018,42,ARI POPULATION COVERED,65TO,,,,,67115.00
Bulgaria,2018,42,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Bulgaria,2018,42,ARI POPULATION COVERED,ALL,,,,,381493.00
Bulgaria,2018,42,TREND,,,,,,Unchanged
Bulgaria,2018,42,INTENSITY,,,,,,Low/Moderate
Bulgaria,2018,42,GEOSPREAD,,,,,,No Activity
Bulgaria,2018,43,ARI CASES,0TO4,,,,,591.00
Bulgaria,2018,43,ARI CASES,5TO14,,,,,1062.00
Bulgaria,2018,43,ARI CASES,15TO64,,,,,519.00
Bulgaria,2018,43,ARI CASES,65TO,,,,,145.00
Bulgaria,2018,43,ARI CASES,UNKNOWN,,,,,0.00
Bulgaria,2018,43,ARI CASES,ALL,,,,,2317.00
Bulgaria,2018,43,ARI POPULATION COVERED,0TO4,,,,,18657.00
Bulgaria,2018,43,ARI POPULATION COVERED,5TO14,,,,,35319.00
Bulgaria,2018,43,ARI POPULATION COVERED,15TO64,,,,,260402.00
Bulgaria,2018,43,ARI POPULATION COVERED,65TO,,,,,67115.00
Bulgaria,2018,43,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Bulgaria,2018,43,ARI POPULATION COVERED,ALL,,,,,381493.00
Bulgaria,2018,43,TREND,,,,,,Unchanged
